JOBS: 
Id = 0, Burst Time = 23, Remaining Time = 23, Priority = 5
Id = 872, Burst Time = 97, Remaining Time = 97, Priority = 1
Id = 873, Burst Time = 20, Remaining Time = 20, Priority = 6
Id = 874, Burst Time = 45, Remaining Time = 45, Priority = 3
Id = 875, Burst Time = 51, Remaining Time = 51, Priority = 8
Id = 876, Burst Time = 44, Remaining Time = 44, Priority = 7
Id = 877, Burst Time = 64, Remaining Time = 64, Priority = 6
Id = 878, Burst Time = 46, Remaining Time = 46, Priority = 2
Id = 879, Burst Time = 27, Remaining Time = 27, Priority = 6
Id = 880, Burst Time = 13, Remaining Time = 13, Priority = 1
Id = 881, Burst Time = 64, Remaining Time = 64, Priority = 2
Id = 882, Burst Time = 21, Remaining Time = 21, Priority = 1
Id = 883, Burst Time = 5, Remaining Time = 5, Priority = 9
Id = 884, Burst Time = 54, Remaining Time = 54, Priority = 1
Id = 885, Burst Time = 82, Remaining Time = 82, Priority = 9
Id = 886, Burst Time = 68, Remaining Time = 68, Priority = 5
Id = 887, Burst Time = 66, Remaining Time = 66, Priority = 9
Id = 888, Burst Time = 86, Remaining Time = 86, Priority = 2
Id = 889, Burst Time = 30, Remaining Time = 30, Priority = 4
Id = 890, Burst Time = 48, Remaining Time = 48, Priority = 9
Id = 891, Burst Time = 45, Remaining Time = 45, Priority = 1
Id = 892, Burst Time = 6, Remaining Time = 6, Priority = 9
Id = 893, Burst Time = 97, Remaining Time = 97, Priority = 7
Id = 894, Burst Time = 99, Remaining Time = 99, Priority = 4
Id = 895, Burst Time = 37, Remaining Time = 37, Priority = 1
Id = 896, Burst Time = 57, Remaining Time = 57, Priority = 2
Id = 897, Burst Time = 3, Remaining Time = 3, Priority = 3
Id = 898, Burst Time = 36, Remaining Time = 36, Priority = 7
Id = 899, Burst Time = 65, Remaining Time = 65, Priority = 6
Id = 900, Burst Time = 95, Remaining Time = 95, Priority = 9
Id = 901, Burst Time = 30, Remaining Time = 30, Priority = 7
Id = 902, Burst Time = 49, Remaining Time = 49, Priority = 5
Id = 903, Burst Time = 25, Remaining Time = 25, Priority = 9
Id = 904, Burst Time = 79, Remaining Time = 79, Priority = 9
Id = 905, Burst Time = 64, Remaining Time = 64, Priority = 9
Id = 906, Burst Time = 33, Remaining Time = 33, Priority = 1
Id = 907, Burst Time = 16, Remaining Time = 16, Priority = 3
Id = 908, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 909, Burst Time = 88, Remaining Time = 88, Priority = 4
Id = 910, Burst Time = 33, Remaining Time = 33, Priority = 5
Id = 911, Burst Time = 23, Remaining Time = 23, Priority = 8
Id = 912, Burst Time = 22, Remaining Time = 22, Priority = 7
Id = 913, Burst Time = 64, Remaining Time = 64, Priority = 3
Id = 914, Burst Time = 29, Remaining Time = 29, Priority = 9
Id = 915, Burst Time = 45, Remaining Time = 45, Priority = 4
Id = 916, Burst Time = 72, Remaining Time = 72, Priority = 2
Id = 917, Burst Time = 82, Remaining Time = 82, Priority = 3
Id = 918, Burst Time = 68, Remaining Time = 68, Priority = 7
Id = 919, Burst Time = 54, Remaining Time = 54, Priority = 9
Id = 920, Burst Time = 61, Remaining Time = 61, Priority = 1
Id = 921, Burst Time = 69, Remaining Time = 69, Priority = 3
Id = 922, Burst Time = 26, Remaining Time = 26, Priority = 3
Id = 923, Burst Time = 30, Remaining Time = 30, Priority = 3
Id = 924, Burst Time = 95, Remaining Time = 95, Priority = 7
Id = 925, Burst Time = 52, Remaining Time = 52, Priority = 8
Id = 926, Burst Time = 39, Remaining Time = 39, Priority = 2
Id = 927, Burst Time = 15, Remaining Time = 15, Priority = 4
Id = 928, Burst Time = 96, Remaining Time = 96, Priority = 4
Id = 929, Burst Time = 16, Remaining Time = 16, Priority = 5
Id = 930, Burst Time = 1, Remaining Time = 1, Priority = 4
Id = 931, Burst Time = 44, Remaining Time = 44, Priority = 9
Id = 932, Burst Time = 30, Remaining Time = 30, Priority = 6
Id = 933, Burst Time = 91, Remaining Time = 91, Priority = 5
Id = 934, Burst Time = 31, Remaining Time = 31, Priority = 7
Id = 935, Burst Time = 38, Remaining Time = 38, Priority = 8
Id = 936, Burst Time = 59, Remaining Time = 59, Priority = 7
Id = 937, Burst Time = 80, Remaining Time = 80, Priority = 3
Id = 938, Burst Time = 89, Remaining Time = 89, Priority = 9
Id = 939, Burst Time = 24, Remaining Time = 24, Priority = 3
Id = 940, Burst Time = 24, Remaining Time = 24, Priority = 1
Id = 941, Burst Time = 8, Remaining Time = 8, Priority = 6
Id = 942, Burst Time = 47, Remaining Time = 47, Priority = 4
Id = 943, Burst Time = 19, Remaining Time = 19, Priority = 5
Id = 944, Burst Time = 95, Remaining Time = 95, Priority = 5
Id = 945, Burst Time = 61, Remaining Time = 61, Priority = 3
Id = 946, Burst Time = 87, Remaining Time = 87, Priority = 3
Id = 947, Burst Time = 64, Remaining Time = 64, Priority = 8
Id = 948, Burst Time = 26, Remaining Time = 26, Priority = 1
Id = 949, Burst Time = 11, Remaining Time = 11, Priority = 2
Id = 950, Burst Time = 97, Remaining Time = 97, Priority = 3
Id = 951, Burst Time = 43, Remaining Time = 43, Priority = 3
Id = 952, Burst Time = 53, Remaining Time = 53, Priority = 6
Id = 953, Burst Time = 39, Remaining Time = 39, Priority = 6
Id = 954, Burst Time = 32, Remaining Time = 32, Priority = 6
Id = 955, Burst Time = 24, Remaining Time = 24, Priority = 8
Id = 956, Burst Time = 33, Remaining Time = 33, Priority = 4
Id = 957, Burst Time = 12, Remaining Time = 12, Priority = 5
Id = 958, Burst Time = 50, Remaining Time = 50, Priority = 3
Id = 959, Burst Time = 18, Remaining Time = 18, Priority = 7
Id = 960, Burst Time = 59, Remaining Time = 59, Priority = 4
Id = 961, Burst Time = 36, Remaining Time = 36, Priority = 1
Id = 962, Burst Time = 78, Remaining Time = 78, Priority = 9
Id = 963, Burst Time = 60, Remaining Time = 60, Priority = 5
Id = 964, Burst Time = 52, Remaining Time = 52, Priority = 7
Id = 965, Burst Time = 58, Remaining Time = 58, Priority = 3
Id = 966, Burst Time = 17, Remaining Time = 17, Priority = 2
Id = 967, Burst Time = 3, Remaining Time = 3, Priority = 6
Id = 968, Burst Time = 23, Remaining Time = 23, Priority = 5
Id = 969, Burst Time = 9, Remaining Time = 9, Priority = 7
Id = 970, Burst Time = 99, Remaining Time = 99, Priority = 3
Id = 971, Burst Time = 3, Remaining Time = 3, Priority = 5
Id = 972, Burst Time = 60, Remaining Time = 60, Priority = 5
Id = 973, Burst Time = 8, Remaining Time = 8, Priority = 8
Id = 974, Burst Time = 41, Remaining Time = 41, Priority = 5
Id = 975, Burst Time = 48, Remaining Time = 48, Priority = 9
Id = 976, Burst Time = 99, Remaining Time = 99, Priority = 2
Id = 977, Burst Time = 43, Remaining Time = 43, Priority = 5
Id = 978, Burst Time = 81, Remaining Time = 81, Priority = 4
Id = 979, Burst Time = 79, Remaining Time = 79, Priority = 6
Id = 980, Burst Time = 71, Remaining Time = 71, Priority = 2
Id = 981, Burst Time = 78, Remaining Time = 78, Priority = 4
Id = 982, Burst Time = 37, Remaining Time = 37, Priority = 8
Id = 983, Burst Time = 54, Remaining Time = 54, Priority = 5
Id = 984, Burst Time = 20, Remaining Time = 20, Priority = 6
Id = 985, Burst Time = 9, Remaining Time = 9, Priority = 1
Id = 986, Burst Time = 89, Remaining Time = 89, Priority = 2
Id = 987, Burst Time = 48, Remaining Time = 48, Priority = 2
Id = 988, Burst Time = 25, Remaining Time = 25, Priority = 1
Id = 989, Burst Time = 52, Remaining Time = 52, Priority = 2
Id = 990, Burst Time = 78, Remaining Time = 78, Priority = 9
Id = 991, Burst Time = 63, Remaining Time = 63, Priority = 5
Id = 992, Burst Time = 81, Remaining Time = 81, Priority = 4
Id = 993, Burst Time = 52, Remaining Time = 52, Priority = 8
Id = 994, Burst Time = 5, Remaining Time = 5, Priority = 5
Id = 995, Burst Time = 92, Remaining Time = 92, Priority = 4
Id = 996, Burst Time = 67, Remaining Time = 67, Priority = 8
Id = 997, Burst Time = 59, Remaining Time = 59, Priority = 4
Id = 998, Burst Time = 51, Remaining Time = 51, Priority = 5
Id = 999, Burst Time = 60, Remaining Time = 60, Priority = 5
JOB ID = 0, Response Time = 0, Turnaround Time = 23
JOB ID = 1, Response Time = 23, Turnaround Time = 98
JOB ID = 2, Response Time = 98, Turnaround Time = 174
JOB ID = 3, Response Time = 174, Turnaround Time = 198
JOB ID = 4, Response Time = 198, Turnaround Time = 288
JOB ID = 5, Response Time = 288, Turnaround Time = 300
JOB ID = 6, Response Time = 300, Turnaround Time = 337
JOB ID = 7, Response Time = 337, Turnaround Time = 367
JOB ID = 8, Response Time = 367, Turnaround Time = 419
JOB ID = 9, Response Time = 419, Turnaround Time = 428
JOB ID = 10, Response Time = 428, Turnaround Time = 477
JOB ID = 11, Response Time = 477, Turnaround Time = 557
JOB ID = 12, Response Time = 557, Turnaround Time = 574
JOB ID = 13, Response Time = 574, Turnaround Time = 582
JOB ID = 14, Response Time = 582, Turnaround Time = 614
JOB ID = 15, Response Time = 614, Turnaround Time = 633
JOB ID = 16, Response Time = 633, Turnaround Time = 658
JOB ID = 17, Response Time = 658, Turnaround Time = 691
JOB ID = 18, Response Time = 691, Turnaround Time = 782
JOB ID = 19, Response Time = 782, Turnaround Time = 858
JOB ID = 20, Response Time = 858, Turnaround Time = 947
JOB ID = 21, Response Time = 947, Turnaround Time = 1012
JOB ID = 22, Response Time = 1012, Turnaround Time = 1070
JOB ID = 23, Response Time = 1070, Turnaround Time = 1102
JOB ID = 24, Response Time = 1102, Turnaround Time = 1112
JOB ID = 25, Response Time = 1112, Turnaround Time = 1187
JOB ID = 26, Response Time = 1187, Turnaround Time = 1244
JOB ID = 27, Response Time = 1244, Turnaround Time = 1331
JOB ID = 28, Response Time = 1331, Turnaround Time = 1395
JOB ID = 29, Response Time = 1395, Turnaround Time = 1404
JOB ID = 30, Response Time = 1404, Turnaround Time = 1475
JOB ID = 31, Response Time = 1475, Turnaround Time = 1523
JOB ID = 32, Response Time = 1523, Turnaround Time = 1541
JOB ID = 33, Response Time = 1541, Turnaround Time = 1634
JOB ID = 34, Response Time = 1634, Turnaround Time = 1669
JOB ID = 35, Response Time = 1669, Turnaround Time = 1756
JOB ID = 36, Response Time = 1756, Turnaround Time = 1810
JOB ID = 37, Response Time = 1810, Turnaround Time = 1853
JOB ID = 38, Response Time = 1853, Turnaround Time = 1898
JOB ID = 39, Response Time = 1898, Turnaround Time = 1919
JOB ID = 40, Response Time = 1919, Turnaround Time = 1932
JOB ID = 41, Response Time = 1932, Turnaround Time = 1942
JOB ID = 42, Response Time = 1942, Turnaround Time = 1988
JOB ID = 43, Response Time = 1988, Turnaround Time = 2027
JOB ID = 44, Response Time = 2027, Turnaround Time = 2116
JOB ID = 45, Response Time = 2116, Turnaround Time = 2120
JOB ID = 46, Response Time = 2120, Turnaround Time = 2191
JOB ID = 47, Response Time = 2191, Turnaround Time = 2244
JOB ID = 48, Response Time = 2244, Turnaround Time = 2275
JOB ID = 49, Response Time = 2275, Turnaround Time = 2367
JOB ID = 50, Response Time = 2367, Turnaround Time = 2379
JOB ID = 51, Response Time = 2379, Turnaround Time = 2464
JOB ID = 52, Response Time = 2464, Turnaround Time = 2495
JOB ID = 53, Response Time = 2495, Turnaround Time = 2568
JOB ID = 54, Response Time = 2568, Turnaround Time = 2569
JOB ID = 55, Response Time = 2569, Turnaround Time = 2594
JOB ID = 56, Response Time = 2594, Turnaround Time = 2678
JOB ID = 57, Response Time = 2678, Turnaround Time = 2759
JOB ID = 58, Response Time = 2759, Turnaround Time = 2786
JOB ID = 59, Response Time = 2786, Turnaround Time = 2826
JOB ID = 60, Response Time = 2826, Turnaround Time = 2891
JOB ID = 61, Response Time = 2891, Turnaround Time = 2964
JOB ID = 62, Response Time = 2964, Turnaround Time = 3054
JOB ID = 63, Response Time = 3054, Turnaround Time = 3074
JOB ID = 64, Response Time = 3074, Turnaround Time = 3141
JOB ID = 65, Response Time = 3141, Turnaround Time = 3223
JOB ID = 66, Response Time = 3223, Turnaround Time = 3311
JOB ID = 67, Response Time = 3311, Turnaround Time = 3351
JOB ID = 68, Response Time = 3351, Turnaround Time = 3443
JOB ID = 69, Response Time = 3443, Turnaround Time = 3533
JOB ID = 70, Response Time = 3533, Turnaround Time = 3536
JOB ID = 71, Response Time = 3536, Turnaround Time = 3541
JOB ID = 72, Response Time = 3541, Turnaround Time = 3588
JOB ID = 73, Response Time = 3588, Turnaround Time = 3605
JOB ID = 74, Response Time = 3605, Turnaround Time = 3606
JOB ID = 75, Response Time = 3606, Turnaround Time = 3692
JOB ID = 76, Response Time = 3692, Turnaround Time = 3786
JOB ID = 77, Response Time = 3786, Turnaround Time = 3883
JOB ID = 78, Response Time = 3883, Turnaround Time = 3963
JOB ID = 79, Response Time = 3963, Turnaround Time = 3965
JOB ID = 80, Response Time = 3965, Turnaround Time = 3990
JOB ID = 81, Response Time = 3990, Turnaround Time = 4010
JOB ID = 82, Response Time = 4010, Turnaround Time = 4058
JOB ID = 83, Response Time = 4058, Turnaround Time = 4089
JOB ID = 84, Response Time = 4089, Turnaround Time = 4157
JOB ID = 85, Response Time = 4157, Turnaround Time = 4185
JOB ID = 86, Response Time = 4185, Turnaround Time = 4219
JOB ID = 87, Response Time = 4219, Turnaround Time = 4275
JOB ID = 88, Response Time = 4275, Turnaround Time = 4288
JOB ID = 89, Response Time = 4288, Turnaround Time = 4338
JOB ID = 90, Response Time = 4338, Turnaround Time = 4362
JOB ID = 91, Response Time = 4362, Turnaround Time = 4438
JOB ID = 92, Response Time = 4438, Turnaround Time = 4529
JOB ID = 93, Response Time = 4529, Turnaround Time = 4626
JOB ID = 94, Response Time = 4626, Turnaround Time = 4713
JOB ID = 95, Response Time = 4713, Turnaround Time = 4729
JOB ID = 96, Response Time = 4729, Turnaround Time = 4809
JOB ID = 97, Response Time = 4809, Turnaround Time = 4830
JOB ID = 98, Response Time = 4830, Turnaround Time = 4922
JOB ID = 99, Response Time = 4922, Turnaround Time = 4984
JOB ID = 100, Response Time = 4984, Turnaround Time = 5054
JOB ID = 101, Response Time = 5054, Turnaround Time = 5082
JOB ID = 102, Response Time = 5082, Turnaround Time = 5101
JOB ID = 103, Response Time = 5101, Turnaround Time = 5183
JOB ID = 104, Response Time = 5183, Turnaround Time = 5235
JOB ID = 105, Response Time = 5235, Turnaround Time = 5277
JOB ID = 106, Response Time = 5277, Turnaround Time = 5344
JOB ID = 107, Response Time = 5344, Turnaround Time = 5431
JOB ID = 108, Response Time = 5431, Turnaround Time = 5520
JOB ID = 109, Response Time = 5520, Turnaround Time = 5548
JOB ID = 110, Response Time = 5548, Turnaround Time = 5629
JOB ID = 111, Response Time = 5629, Turnaround Time = 5711
JOB ID = 112, Response Time = 5711, Turnaround Time = 5785
JOB ID = 113, Response Time = 5785, Turnaround Time = 5869
JOB ID = 114, Response Time = 5869, Turnaround Time = 5923
JOB ID = 115, Response Time = 5923, Turnaround Time = 5947
JOB ID = 116, Response Time = 5947, Turnaround Time = 5979
JOB ID = 117, Response Time = 5979, Turnaround Time = 6004
JOB ID = 118, Response Time = 6004, Turnaround Time = 6034
JOB ID = 119, Response Time = 6034, Turnaround Time = 6113
JOB ID = 120, Response Time = 6113, Turnaround Time = 6151
JOB ID = 121, Response Time = 6151, Turnaround Time = 6204
JOB ID = 122, Response Time = 6204, Turnaround Time = 6239
JOB ID = 123, Response Time = 6239, Turnaround Time = 6299
JOB ID = 124, Response Time = 6299, Turnaround Time = 6322
JOB ID = 125, Response Time = 6322, Turnaround Time = 6418
JOB ID = 126, Response Time = 6418, Turnaround Time = 6445
JOB ID = 127, Response Time = 6445, Turnaround Time = 6505
JOB ID = 128, Response Time = 6505, Turnaround Time = 6585
JOB ID = 129, Response Time = 6585, Turnaround Time = 6651
JOB ID = 130, Response Time = 6651, Turnaround Time = 6737
JOB ID = 131, Response Time = 6737, Turnaround Time = 6790
JOB ID = 132, Response Time = 6790, Turnaround Time = 6826
JOB ID = 133, Response Time = 6826, Turnaround Time = 6893
JOB ID = 134, Response Time = 6893, Turnaround Time = 6974
JOB ID = 135, Response Time = 6974, Turnaround Time = 7019
JOB ID = 136, Response Time = 7019, Turnaround Time = 7080
JOB ID = 137, Response Time = 7080, Turnaround Time = 7099
JOB ID = 138, Response Time = 7099, Turnaround Time = 7135
JOB ID = 139, Response Time = 7135, Turnaround Time = 7152
JOB ID = 140, Response Time = 7152, Turnaround Time = 7216
JOB ID = 141, Response Time = 7216, Turnaround Time = 7273
JOB ID = 142, Response Time = 7273, Turnaround Time = 7361
JOB ID = 143, Response Time = 7361, Turnaround Time = 7452
JOB ID = 144, Response Time = 7452, Turnaround Time = 7510
JOB ID = 145, Response Time = 7510, Turnaround Time = 7608
JOB ID = 146, Response Time = 7608, Turnaround Time = 7651
JOB ID = 147, Response Time = 7651, Turnaround Time = 7712
JOB ID = 148, Response Time = 7712, Turnaround Time = 7736
JOB ID = 149, Response Time = 7736, Turnaround Time = 7777
JOB ID = 150, Response Time = 7777, Turnaround Time = 7844
JOB ID = 151, Response Time = 7844, Turnaround Time = 7863
JOB ID = 152, Response Time = 7863, Turnaround Time = 7944
JOB ID = 153, Response Time = 7944, Turnaround Time = 7967
JOB ID = 154, Response Time = 7967, Turnaround Time = 7980
JOB ID = 155, Response Time = 7980, Turnaround Time = 8048
JOB ID = 156, Response Time = 8048, Turnaround Time = 8098
JOB ID = 157, Response Time = 8098, Turnaround Time = 8166
JOB ID = 158, Response Time = 8166, Turnaround Time = 8205
JOB ID = 159, Response Time = 8205, Turnaround Time = 8209
JOB ID = 160, Response Time = 8209, Turnaround Time = 8222
JOB ID = 161, Response Time = 8222, Turnaround Time = 8261
JOB ID = 162, Response Time = 8261, Turnaround Time = 8308
JOB ID = 163, Response Time = 8308, Turnaround Time = 8339
JOB ID = 164, Response Time = 8339, Turnaround Time = 8360
JOB ID = 165, Response Time = 8360, Turnaround Time = 8430
JOB ID = 166, Response Time = 8430, Turnaround Time = 8482
JOB ID = 167, Response Time = 8482, Turnaround Time = 8496
JOB ID = 168, Response Time = 8496, Turnaround Time = 8519
JOB ID = 169, Response Time = 8519, Turnaround Time = 8562
JOB ID = 170, Response Time = 8562, Turnaround Time = 8634
JOB ID = 171, Response Time = 8634, Turnaround Time = 8645
JOB ID = 172, Response Time = 8645, Turnaround Time = 8678
JOB ID = 173, Response Time = 8678, Turnaround Time = 8734
JOB ID = 174, Response Time = 8734, Turnaround Time = 8767
JOB ID = 175, Response Time = 8767, Turnaround Time = 8833
JOB ID = 176, Response Time = 8833, Turnaround Time = 8892
JOB ID = 177, Response Time = 8892, Turnaround Time = 8989
JOB ID = 178, Response Time = 8989, Turnaround Time = 9087
JOB ID = 179, Response Time = 9087, Turnaround Time = 9161
JOB ID = 180, Response Time = 9161, Turnaround Time = 9255
JOB ID = 181, Response Time = 9255, Turnaround Time = 9260
JOB ID = 182, Response Time = 9260, Turnaround Time = 9291
JOB ID = 183, Response Time = 9291, Turnaround Time = 9366
JOB ID = 184, Response Time = 9366, Turnaround Time = 9415
JOB ID = 185, Response Time = 9415, Turnaround Time = 9499
JOB ID = 186, Response Time = 9499, Turnaround Time = 9528
JOB ID = 187, Response Time = 9528, Turnaround Time = 9564
JOB ID = 188, Response Time = 9564, Turnaround Time = 9632
JOB ID = 189, Response Time = 9632, Turnaround Time = 9663
JOB ID = 190, Response Time = 9663, Turnaround Time = 9712
JOB ID = 191, Response Time = 9712, Turnaround Time = 9757
JOB ID = 192, Response Time = 9757, Turnaround Time = 9855
JOB ID = 193, Response Time = 9855, Turnaround Time = 9865
JOB ID = 194, Response Time = 9865, Turnaround Time = 9930
JOB ID = 195, Response Time = 9930, Turnaround Time = 9944
JOB ID = 196, Response Time = 9944, Turnaround Time = 9967
JOB ID = 197, Response Time = 9967, Turnaround Time = 9968
JOB ID = 198, Response Time = 9968, Turnaround Time = 10000
JOB ID = 199, Response Time = 10000, Turnaround Time = 10001
JOB ID = 200, Response Time = 10001, Turnaround Time = 10094
JOB ID = 201, Response Time = 10094, Turnaround Time = 10190
JOB ID = 202, Response Time = 10190, Turnaround Time = 10265
JOB ID = 203, Response Time = 10265, Turnaround Time = 10345
JOB ID = 204, Response Time = 10345, Turnaround Time = 10368
JOB ID = 205, Response Time = 10368, Turnaround Time = 10410
JOB ID = 206, Response Time = 10410, Turnaround Time = 10415
JOB ID = 207, Response Time = 10415, Turnaround Time = 10490
JOB ID = 208, Response Time = 10490, Turnaround Time = 10514
JOB ID = 209, Response Time = 10514, Turnaround Time = 10609
JOB ID = 210, Response Time = 10609, Turnaround Time = 10672
JOB ID = 211, Response Time = 10672, Turnaround Time = 10715
JOB ID = 212, Response Time = 10715, Turnaround Time = 10740
JOB ID = 213, Response Time = 10740, Turnaround Time = 10777
JOB ID = 214, Response Time = 10777, Turnaround Time = 10796
JOB ID = 215, Response Time = 10796, Turnaround Time = 10827
JOB ID = 216, Response Time = 10827, Turnaround Time = 10846
JOB ID = 217, Response Time = 10846, Turnaround Time = 10875
JOB ID = 218, Response Time = 10875, Turnaround Time = 10930
JOB ID = 219, Response Time = 10930, Turnaround Time = 10965
JOB ID = 220, Response Time = 10965, Turnaround Time = 10981
JOB ID = 221, Response Time = 10981, Turnaround Time = 11028
JOB ID = 222, Response Time = 11028, Turnaround Time = 11087
JOB ID = 223, Response Time = 11087, Turnaround Time = 11107
JOB ID = 224, Response Time = 11107, Turnaround Time = 11109
JOB ID = 225, Response Time = 11109, Turnaround Time = 11176
JOB ID = 226, Response Time = 11176, Turnaround Time = 11200
JOB ID = 227, Response Time = 11200, Turnaround Time = 11249
JOB ID = 228, Response Time = 11249, Turnaround Time = 11300
JOB ID = 229, Response Time = 11300, Turnaround Time = 11399
JOB ID = 230, Response Time = 11399, Turnaround Time = 11419
JOB ID = 231, Response Time = 11419, Turnaround Time = 11496
JOB ID = 232, Response Time = 11496, Turnaround Time = 11551
JOB ID = 233, Response Time = 11551, Turnaround Time = 11579
JOB ID = 234, Response Time = 11579, Turnaround Time = 11591
JOB ID = 235, Response Time = 11591, Turnaround Time = 11676
JOB ID = 236, Response Time = 11676, Turnaround Time = 11713
JOB ID = 237, Response Time = 11713, Turnaround Time = 11756
JOB ID = 238, Response Time = 11756, Turnaround Time = 11805
JOB ID = 239, Response Time = 11805, Turnaround Time = 11878
JOB ID = 240, Response Time = 11878, Turnaround Time = 11955
JOB ID = 241, Response Time = 11955, Turnaround Time = 11969
JOB ID = 242, Response Time = 11969, Turnaround Time = 12017
JOB ID = 243, Response Time = 12017, Turnaround Time = 12059
JOB ID = 244, Response Time = 12059, Turnaround Time = 12103
JOB ID = 245, Response Time = 12103, Turnaround Time = 12165
JOB ID = 246, Response Time = 12165, Turnaround Time = 12232
JOB ID = 247, Response Time = 12232, Turnaround Time = 12329
JOB ID = 248, Response Time = 12329, Turnaround Time = 12371
JOB ID = 249, Response Time = 12371, Turnaround Time = 12398
JOB ID = 250, Response Time = 12398, Turnaround Time = 12483
JOB ID = 251, Response Time = 12483, Turnaround Time = 12558
JOB ID = 252, Response Time = 12558, Turnaround Time = 12597
JOB ID = 253, Response Time = 12597, Turnaround Time = 12612
JOB ID = 254, Response Time = 12612, Turnaround Time = 12690
JOB ID = 255, Response Time = 12690, Turnaround Time = 12725
JOB ID = 256, Response Time = 12725, Turnaround Time = 12749
JOB ID = 257, Response Time = 12749, Turnaround Time = 12800
JOB ID = 258, Response Time = 12800, Turnaround Time = 12807
JOB ID = 259, Response Time = 12807, Turnaround Time = 12873
JOB ID = 260, Response Time = 12873, Turnaround Time = 12903
JOB ID = 261, Response Time = 12903, Turnaround Time = 12910
JOB ID = 262, Response Time = 12910, Turnaround Time = 12975
JOB ID = 263, Response Time = 12975, Turnaround Time = 12991
JOB ID = 264, Response Time = 12991, Turnaround Time = 13019
JOB ID = 265, Response Time = 13019, Turnaround Time = 13076
JOB ID = 266, Response Time = 13076, Turnaround Time = 13128
JOB ID = 267, Response Time = 13128, Turnaround Time = 13161
JOB ID = 268, Response Time = 13161, Turnaround Time = 13210
JOB ID = 269, Response Time = 13210, Turnaround Time = 13288
JOB ID = 270, Response Time = 13288, Turnaround Time = 13319
JOB ID = 271, Response Time = 13319, Turnaround Time = 13399
JOB ID = 272, Response Time = 13399, Turnaround Time = 13456
JOB ID = 273, Response Time = 13456, Turnaround Time = 13480
JOB ID = 274, Response Time = 13480, Turnaround Time = 13500
JOB ID = 275, Response Time = 13500, Turnaround Time = 13509
JOB ID = 276, Response Time = 13509, Turnaround Time = 13525
JOB ID = 277, Response Time = 13525, Turnaround Time = 13568
JOB ID = 278, Response Time = 13568, Turnaround Time = 13585
JOB ID = 279, Response Time = 13585, Turnaround Time = 13670
JOB ID = 280, Response Time = 13670, Turnaround Time = 13767
JOB ID = 281, Response Time = 13767, Turnaround Time = 13820
JOB ID = 282, Response Time = 13820, Turnaround Time = 13890
JOB ID = 283, Response Time = 13890, Turnaround Time = 13930
JOB ID = 284, Response Time = 13930, Turnaround Time = 13958
JOB ID = 285, Response Time = 13958, Turnaround Time = 14002
JOB ID = 286, Response Time = 14002, Turnaround Time = 14028
JOB ID = 287, Response Time = 14028, Turnaround Time = 14038
JOB ID = 288, Response Time = 14038, Turnaround Time = 14086
JOB ID = 289, Response Time = 14086, Turnaround Time = 14127
JOB ID = 290, Response Time = 14127, Turnaround Time = 14146
JOB ID = 291, Response Time = 14146, Turnaround Time = 14158
JOB ID = 292, Response Time = 14158, Turnaround Time = 14218
JOB ID = 293, Response Time = 14218, Turnaround Time = 14228
JOB ID = 294, Response Time = 14228, Turnaround Time = 14238
JOB ID = 295, Response Time = 14238, Turnaround Time = 14257
JOB ID = 296, Response Time = 14257, Turnaround Time = 14290
JOB ID = 297, Response Time = 14290, Turnaround Time = 14346
JOB ID = 298, Response Time = 14346, Turnaround Time = 14398
JOB ID = 299, Response Time = 14398, Turnaround Time = 14418
JOB ID = 300, Response Time = 14418, Turnaround Time = 14425
JOB ID = 301, Response Time = 14425, Turnaround Time = 14459
JOB ID = 302, Response Time = 14459, Turnaround Time = 14539
JOB ID = 303, Response Time = 14539, Turnaround Time = 14550
JOB ID = 304, Response Time = 14550, Turnaround Time = 14624
JOB ID = 305, Response Time = 14624, Turnaround Time = 14717
JOB ID = 306, Response Time = 14717, Turnaround Time = 14813
JOB ID = 307, Response Time = 14813, Turnaround Time = 14837
JOB ID = 308, Response Time = 14837, Turnaround Time = 14896
JOB ID = 309, Response Time = 14896, Turnaround Time = 14929
JOB ID = 310, Response Time = 14929, Turnaround Time = 14955
JOB ID = 311, Response Time = 14955, Turnaround Time = 15028
JOB ID = 312, Response Time = 15028, Turnaround Time = 15046
JOB ID = 313, Response Time = 15046, Turnaround Time = 15104
JOB ID = 314, Response Time = 15104, Turnaround Time = 15125
JOB ID = 315, Response Time = 15125, Turnaround Time = 15171
JOB ID = 316, Response Time = 15171, Turnaround Time = 15205
JOB ID = 317, Response Time = 15205, Turnaround Time = 15261
JOB ID = 318, Response Time = 15261, Turnaround Time = 15282
JOB ID = 319, Response Time = 15282, Turnaround Time = 15324
JOB ID = 320, Response Time = 15324, Turnaround Time = 15340
JOB ID = 321, Response Time = 15340, Turnaround Time = 15424
JOB ID = 322, Response Time = 15424, Turnaround Time = 15461
JOB ID = 323, Response Time = 15461, Turnaround Time = 15529
JOB ID = 324, Response Time = 15529, Turnaround Time = 15568
JOB ID = 325, Response Time = 15568, Turnaround Time = 15630
JOB ID = 326, Response Time = 15630, Turnaround Time = 15675
JOB ID = 327, Response Time = 15675, Turnaround Time = 15693
JOB ID = 328, Response Time = 15693, Turnaround Time = 15753
JOB ID = 329, Response Time = 15753, Turnaround Time = 15780
